States,States Code,Year,Sex,Age Groups,Count,Population,Crude Rate
Pennsylvania,42,2004,Female,5-9 years,17,368188,4.62
Pennsylvania,42,2004,Female,40-44 years,19,490179,3.88
Pennsylvania,42,2004,Female,45-49 years,37,497868,7.43
Pennsylvania,42,2004,Female,50-54 years,24,445508,5.39
Pennsylvania,42,2004,Female,55-59 years,42,381602,11.01
Pennsylvania,42,2004,Female,60-64 years ,26,304639,8.53
Pennsylvania,42,2004,Female,65-69 years,28,255089,10.98
Pennsylvania,42,2004,Female,70-74 years,35,244044,14.34
Pennsylvania,42,2004,Female,75-79 years,50,242785,20.59
Pennsylvania,42,2004,Female,80-84 years,49,196805,24.9
Pennsylvania,42,2004,Female,85+ years,36,182261,19.75
Pennsylvania,42,2004,Male,1-4 years,23,294883,7.8
Pennsylvania,42,2004,Male,5-9 years,19,386566,4.92
Pennsylvania,42,2004,Male,15-19 years,16,455326,3.51
Pennsylvania,42,2004,Male,30-34 years,21,379131,5.54
Pennsylvania,42,2004,Male,35-39 years,26,420214,6.19
Pennsylvania,42,2004,Male,40-44 years,27,477551,5.65
Pennsylvania,42,2004,Male,45-49 years,46,483608,9.51
Pennsylvania,42,2004,Male,50-54 years,50,430382,11.62
Pennsylvania,42,2004,Male,55-59 years,47,360801,13.03
Pennsylvania,42,2004,Male,60-64 years ,49,275259,17.8
Pennsylvania,42,2004,Male,65-69 years,52,218129,23.84
Pennsylvania,42,2004,Male,70-74 years,47,191100,24.59
Pennsylvania,42,2004,Male,75-79 years,45,169877,26.49
Pennsylvania,42,2004,Male,80-84 years,30,115823,25.9
Pennsylvania,42,2004,Male,85+ years,18,74226,24.25
Pennsylvania,42,2005,Female,1-4 years,17,284105,5.98
Pennsylvania,42,2005,Female,10-14 years,17,415043,4.1
Pennsylvania,42,2005,Female,40-44 years,22,482097,4.56
Pennsylvania,42,2005,Female,45-49 years,21,501657,4.19
Pennsylvania,42,2005,Female,50-54 years,28,456644,6.13
Pennsylvania,42,2005,Female,55-59 years,43,401547,10.71
Pennsylvania,42,2005,Female,60-64 years ,46,311119,14.79
Pennsylvania,42,2005,Female,65-69 years,28,254457,11
Pennsylvania,42,2005,Female,70-74 years,51,238322,21.4
Pennsylvania,42,2005,Female,75-79 years,46,238292,19.3
Pennsylvania,42,2005,Female,80-84 years,30,197345,15.2
Pennsylvania,42,2005,Female,85+ years,26,186799,13.92
Pennsylvania,42,2005,Male,30-34 years,19,365769,5.19
Pennsylvania,42,2005,Male,35-39 years,21,414481,5.07
Pennsylvania,42,2005,Male,40-44 years,29,469872,6.17
Pennsylvania,42,2005,Male,45-49 years,37,486918,7.6
Pennsylvania,42,2005,Male,50-54 years,49,442240,11.08
Pennsylvania,42,2005,Male,55-59 years,59,380551,15.5
Pennsylvania,42,2005,Male,60-64 years ,45,281687,15.98
Pennsylvania,42,2005,Male,65-69 years,39,220260,17.71
Pennsylvania,42,2005,Male,70-74 years,59,187589,31.45
Pennsylvania,42,2005,Male,75-79 years,43,168106,25.58
Pennsylvania,42,2005,Male,80-84 years,50,117988,42.38
Pennsylvania,42,2005,Male,85+ years,18,77846,23.12
Pennsylvania,42,2006,Female,1-4 years,21,282239,7.44
Pennsylvania,42,2006,Female,40-44 years,21,470673,4.46
Pennsylvania,42,2006,Female,45-49 years,25,504683,4.95
Pennsylvania,42,2006,Female,50-54 years,32,467085,6.85
Pennsylvania,42,2006,Female,55-59 years,34,422614,8.05
Pennsylvania,42,2006,Female,60-64 years ,37,315517,11.73
Pennsylvania,42,2006,Female,65-69 years,42,257550,16.31
Pennsylvania,42,2006,Female,70-74 years,35,233851,14.97
Pennsylvania,42,2006,Female,75-79 years,45,233375,19.28
Pennsylvania,42,2006,Female,80-84 years,48,197888,24.26
Pennsylvania,42,2006,Female,85+ years,40,192572,20.77
Pennsylvania,42,2006,Male,1-4 years,22,294720,7.46
Pennsylvania,42,2006,Male,5-9 years,17,381139,4.46
Pennsylvania,42,2006,Male,20-24 years,18,420656,4.28
Pennsylvania,42,2006,Male,30-34 years,17,353826,4.8
Pennsylvania,42,2006,Male,40-44 years,33,458331,7.2
Pennsylvania,42,2006,Male,45-49 years,30,490314,6.12
Pennsylvania,42,2006,Male,50-54 years,32,452598,7.07
Pennsylvania,42,2006,Male,55-59 years,73,401667,18.17
Pennsylvania,42,2006,Male,60-64 years ,48,287253,16.71
Pennsylvania,42,2006,Male,65-69 years,56,224177,24.98
Pennsylvania,42,2006,Male,70-74 years,35,185923,18.82
Pennsylvania,42,2006,Male,75-79 years,43,165971,25.91
Pennsylvania,42,2006,Male,80-84 years,41,119150,34.41
Pennsylvania,42,2006,Male,85+ years,29,82492,35.15
Pennsylvania,42,2007,Female,35-39 years,21,415263,5.06
Pennsylvania,42,2007,Female,40-44 years,19,458892,4.14
Pennsylvania,42,2007,Female,45-49 years,30,501746,5.98
Pennsylvania,42,2007,Female,50-54 years,31,478516,6.48
Pennsylvania,42,2007,Female,55-59 years,45,421415,10.68
Pennsylvania,42,2007,Female,60-64 years ,48,341414,14.06
Pennsylvania,42,2007,Female,65-69 years,49,264836,18.5
Pennsylvania,42,2007,Female,70-74 years,40,231171,17.3
Pennsylvania,42,2007,Female,75-79 years,42,227870,18.43
Pennsylvania,42,2007,Female,80-84 years,50,196538,25.44
Pennsylvania,42,2007,Female,85+ years,53,198134,26.75
Pennsylvania,42,2007,Male,1-4 years,17,296050,5.74
Pennsylvania,42,2007,Male,10-14 years,21,421941,4.98
Pennsylvania,42,2007,Male,25-29 years,17,382863,4.44
Pennsylvania,42,2007,Male,35-39 years,24,410282,5.85
Pennsylvania,42,2007,Male,40-44 years,27,448097,6.03
Pennsylvania,42,2007,Male,45-49 years,27,486316,5.55
Pennsylvania,42,2007,Male,50-54 years,48,463336,10.36
Pennsylvania,42,2007,Male,55-59 years,62,401694,15.43
Pennsylvania,42,2007,Male,60-64 years ,62,313147,19.8
Pennsylvania,42,2007,Male,65-69 years,46,231271,19.89
Pennsylvania,42,2007,Male,70-74 years,34,185043,18.37
Pennsylvania,42,2007,Male,75-79 years,43,163030,26.38
Pennsylvania,42,2007,Male,80-84 years,39,120536,32.36
Pennsylvania,42,2007,Male,85+ years,26,86420,30.09
Pennsylvania,42,2008,Female,1-4 years,18,284934,6.32
Pennsylvania,42,2008,Female,35-39 years,21,405884,5.17
Pennsylvania,42,2008,Female,40-44 years,17,447314,3.8
Pennsylvania,42,2008,Female,45-49 years,25,495755,5.04
Pennsylvania,42,2008,Female,50-54 years,37,488792,7.57
Pennsylvania,42,2008,Female,55-59 years,44,428995,10.26
Pennsylvania,42,2008,Female,60-64 years ,40,353725,11.31
Pennsylvania,42,2008,Female,65-69 years,35,278711,12.56
Pennsylvania,42,2008,Female,70-74 years,52,231578,22.45
Pennsylvania,42,2008,Female,75-79 years,49,219185,22.36
Pennsylvania,42,2008,Female,80-84 years,38,196447,19.34
Pennsylvania,42,2008,Female,85+ years,54,202278,26.7
Pennsylvania,42,2008,Male,1-4 years,22,297535,7.39
Pennsylvania,42,2008,Male,30-34 years,17,351714,4.83
Pennsylvania,42,2008,Male,35-39 years,21,401804,5.23
Pennsylvania,42,2008,Male,40-44 years,28,437867,6.39
Pennsylvania,42,2008,Male,45-49 years,36,479839,7.5
Pennsylvania,42,2008,Male,50-54 years,45,473441,9.5
Pennsylvania,42,2008,Male,55-59 years,50,409611,12.21
Pennsylvania,42,2008,Male,60-64 years ,58,326033,17.79
Pennsylvania,42,2008,Male,65-69 years,46,244339,18.83
Pennsylvania,42,2008,Male,70-74 years,43,186908,23.01
Pennsylvania,42,2008,Male,75-79 years,51,158621,32.15
Pennsylvania,42,2008,Male,80-84 years,44,122156,36.02
Pennsylvania,42,2008,Male,85+ years,22,89189,24.67
Pennsylvania,42,2009,Female,5-9 years,17,369023,4.61
Pennsylvania,42,2009,Female,35-39 years,16,394120,4.06
Pennsylvania,42,2009,Female,40-44 years,19,436145,4.36
Pennsylvania,42,2009,Female,45-49 years,28,490652,5.71
Pennsylvania,42,2009,Female,50-54 years,39,496700,7.85
Pennsylvania,42,2009,Female,55-59 years,45,440195,10.22
Pennsylvania,42,2009,Female,60-64 years ,47,369415,12.72
Pennsylvania,42,2009,Female,65-69 years,35,288533,12.13
Pennsylvania,42,2009,Female,70-74 years,32,234130,13.67
Pennsylvania,42,2009,Female,75-79 years,33,211613,15.59
Pennsylvania,42,2009,Female,80-84 years,48,192999,24.87
Pennsylvania,42,2009,Female,85+ years,44,206807,21.28
Pennsylvania,42,2009,Male,15-19 years,16,468273,3.42
Pennsylvania,42,2009,Male,30-34 years,18,358981,5.01
Pennsylvania,42,2009,Male,35-39 years,19,390032,4.87
Pennsylvania,42,2009,Male,40-44 years,33,427064,7.73
Pennsylvania,42,2009,Male,45-49 years,33,475851,6.93
Pennsylvania,42,2009,Male,50-54 years,48,480395,9.99
Pennsylvania,42,2009,Male,55-59 years,65,421004,15.44
Pennsylvania,42,2009,Male,60-64 years ,69,342512,20.15
Pennsylvania,42,2009,Male,65-69 years,54,252976,21.35
Pennsylvania,42,2009,Male,70-74 years,42,190401,22.06
Pennsylvania,42,2009,Male,75-79 years,38,155170,24.49
Pennsylvania,42,2009,Male,80-84 years,31,121387,25.54
Pennsylvania,42,2009,Male,85+ years,22,92632,23.75
Pennsylvania,42,2010,Female,1-4 years,19,286553,6.63
Pennsylvania,42,2010,Female,40-44 years,18,428649,4.2
Pennsylvania,42,2010,Female,45-49 years,22,483328,4.55
Pennsylvania,42,2010,Female,50-54 years,38,500684,7.59
Pennsylvania,42,2010,Female,55-59 years,35,451838,7.75
Pennsylvania,42,2010,Female,60-64 years ,47,389472,12.07
Pennsylvania,42,2010,Female,65-69 years,45,295244,15.24
Pennsylvania,42,2010,Female,70-74 years,48,234711,20.45
Pennsylvania,42,2010,Female,75-79 years,33,207049,15.94
Pennsylvania,42,2010,Female,80-84 years,46,190234,24.18
Pennsylvania,42,2010,Female,85+ years,32,211890,15.1
Pennsylvania,42,2010,Male,1-4 years,26,300313,8.66
Pennsylvania,42,2010,Male,5-9 years,26,383802,6.77
Pennsylvania,42,2010,Male,10-14 years,16,404781,3.95
Pennsylvania,42,2010,Male,15-19 years,17,461397,3.68
Pennsylvania,42,2010,Male,25-29 years,16,394730,4.05
Pennsylvania,42,2010,Male,30-34 years,18,366989,4.9
Pennsylvania,42,2010,Male,35-39 years,18,377397,4.77
Pennsylvania,42,2010,Male,40-44 years,23,421148,5.46
Pennsylvania,42,2010,Male,45-49 years,33,468981,7.04
Pennsylvania,42,2010,Male,50-54 years,41,484852,8.46
Pennsylvania,42,2010,Male,55-59 years,58,433347,13.38
Pennsylvania,42,2010,Male,60-64 years ,66,362465,18.21
Pennsylvania,42,2010,Male,65-69 years,52,259886,20.01
Pennsylvania,42,2010,Male,70-74 years,54,192984,27.98
Pennsylvania,42,2010,Male,75-79 years,43,153266,28.06
Pennsylvania,42,2010,Male,80-84 years,36,120944,29.77
Pennsylvania,42,2010,Male,85+ years,26,96303,27
Pennsylvania,42,2011,Female,10-14 years,17,385382,4.41
Pennsylvania,42,2011,Female,40-44 years,21,426227,4.93
Pennsylvania,42,2011,Female,45-49 years,27,471000,5.73
Pennsylvania,42,2011,Female,50-54 years,24,502533,4.78
Pennsylvania,42,2011,Female,55-59 years,49,462510,10.59
Pennsylvania,42,2011,Female,60-64 years ,46,408981,11.25
Pennsylvania,42,2011,Female,65-69 years,39,299918,13
Pennsylvania,42,2011,Female,70-74 years,39,237613,16.41
Pennsylvania,42,2011,Female,75-79 years,47,203173,23.13
Pennsylvania,42,2011,Female,80-84 years,49,186832,26.23
Pennsylvania,42,2011,Female,85+ years,41,215502,19.03
Pennsylvania,42,2011,Male,1-4 years,17,298237,5.7
Pennsylvania,42,2011,Male,15-19 years,19,455850,4.17
Pennsylvania,42,2011,Male,30-34 years,17,376971,4.51
Pennsylvania,42,2011,Male,35-39 years,20,364747,5.48
Pennsylvania,42,2011,Male,40-44 years,22,420763,5.23
Pennsylvania,42,2011,Male,45-49 years,36,458453,7.85
Pennsylvania,42,2011,Male,50-54 years,40,487321,8.21
Pennsylvania,42,2011,Male,55-59 years,54,444439,12.15
Pennsylvania,42,2011,Male,60-64 years ,58,382613,15.16
Pennsylvania,42,2011,Male,65-69 years,62,265919,23.32
Pennsylvania,42,2011,Male,70-74 years,54,196860,27.43
Pennsylvania,42,2011,Male,75-79 years,36,152058,23.68
Pennsylvania,42,2011,Male,80-84 years,32,119851,26.7
Pennsylvania,42,2011,Male,85+ years,36,98937,36.39
Pennsylvania,42,2012,Female,5-9 years,16,366698,4.36
Pennsylvania,42,2012,Female,25-29 years,17,400037,4.25
Pennsylvania,42,2012,Female,40-44 years,21,419582,5
Pennsylvania,42,2012,Female,45-49 years,25,458412,5.45
Pennsylvania,42,2012,Female,50-54 years,28,497769,5.63
Pennsylvania,42,2012,Female,55-59 years,42,473225,8.88
Pennsylvania,42,2012,Female,60-64 years ,51,407161,12.53
Pennsylvania,42,2012,Female,65-69 years,46,324009,14.2
Pennsylvania,42,2012,Female,70-74 years,35,244514,14.31
Pennsylvania,42,2012,Female,75-79 years,50,201058,24.87
Pennsylvania,42,2012,Female,80-84 years,36,182262,19.75
Pennsylvania,42,2012,Female,85+ years,38,219396,17.32
Pennsylvania,42,2012,Male,1-4 years,20,296531,6.74
Pennsylvania,42,2012,Male,5-9 years,22,383314,5.74
Pennsylvania,42,2012,Male,10-14 years,23,402380,5.72
Pennsylvania,42,2012,Male,20-24 years,16,456690,3.5
Pennsylvania,42,2012,Male,35-39 years,22,359956,6.11
Pennsylvania,42,2012,Male,40-44 years,16,416080,3.85
Pennsylvania,42,2012,Male,45-49 years,30,449376,6.68
Pennsylvania,42,2012,Male,50-54 years,49,483145,10.14
Pennsylvania,42,2012,Male,55-59 years,50,455512,10.98
Pennsylvania,42,2012,Male,60-64 years ,64,382530,16.73
Pennsylvania,42,2012,Male,65-69 years,62,290633,21.33
Pennsylvania,42,2012,Male,70-74 years,71,204264,34.76
Pennsylvania,42,2012,Male,75-79 years,44,151749,29
Pennsylvania,42,2012,Male,80-84 years,35,118212,29.61
Pennsylvania,42,2012,Male,85+ years,24,102095,23.51
Pennsylvania,42,2013,Female,1-4 years,20,280497,7.13
Pennsylvania,42,2013,Female,5-9 years,18,365715,4.92
Pennsylvania,42,2013,Female,30-34 years,17,389771,4.36
Pennsylvania,42,2013,Female,45-49 years,23,445731,5.16
Pennsylvania,42,2013,Female,50-54 years,27,490587,5.5
Pennsylvania,42,2013,Female,55-59 years,55,481535,11.42
Pennsylvania,42,2013,Female,60-64 years ,52,413433,12.58
Pennsylvania,42,2013,Female,65-69 years,56,334883,16.72
Pennsylvania,42,2013,Female,70-74 years,43,256809,16.74
Pennsylvania,42,2013,Female,75-79 years,42,202230,20.77
Pennsylvania,42,2013,Female,80-84 years,36,175888,20.47
Pennsylvania,42,2013,Female,85+ years,46,221501,20.77
Pennsylvania,42,2013,Male,5-9 years,22,382822,5.75
Pennsylvania,42,2013,Male,10-14 years,23,401125,5.73
Pennsylvania,42,2013,Male,15-19 years,19,442236,4.3
Pennsylvania,42,2013,Male,25-29 years,21,417674,5.03
Pennsylvania,42,2013,Male,35-39 years,22,361646,6.08
Pennsylvania,42,2013,Male,40-44 years,29,407530,7.12
Pennsylvania,42,2013,Male,45-49 years,30,439328,6.83
Pennsylvania,42,2013,Male,50-54 years,58,477302,12.15
Pennsylvania,42,2013,Male,55-59 years,57,465043,12.26
Pennsylvania,42,2013,Male,60-64 years ,57,390228,14.61
Pennsylvania,42,2013,Male,65-69 years,59,302855,19.48
Pennsylvania,42,2013,Male,70-74 years,43,215857,19.92
Pennsylvania,42,2013,Male,75-79 years,46,153614,29.95
Pennsylvania,42,2013,Male,80-84 years,32,115606,27.68
Pennsylvania,42,2013,Male,85+ years,25,103911,24.06
Pennsylvania,42,2014,Female,1-4 years,17,280287,6.07
Pennsylvania,42,2014,Female,35-39 years,16,365206,4.38
Pennsylvania,42,2014,Female,45-49 years,20,433529,4.61
Pennsylvania,42,2014,Female,50-54 years,34,484463,7.02
Pennsylvania,42,2014,Female,55-59 years,50,486526,10.28
Pennsylvania,42,2014,Female,60-64 years ,52,423137,12.29
Pennsylvania,42,2014,Female,65-69 years,42,349500,12.02
Pennsylvania,42,2014,Female,70-74 years,51,264812,19.26
Pennsylvania,42,2014,Female,75-79 years,30,204210,14.69
Pennsylvania,42,2014,Female,80-84 years,27,171116,15.78
Pennsylvania,42,2014,Female,85+ years,46,223209,20.61
Pennsylvania,42,2014,Male,1-4 years,17,292984,5.8
Pennsylvania,42,2014,Male,15-19 years,16,437999,3.65
Pennsylvania,42,2014,Male,30-34 years,22,400394,5.49
Pennsylvania,42,2014,Male,35-39 years,24,367228,6.54
Pennsylvania,42,2014,Male,40-44 years,18,396199,4.54
Pennsylvania,42,2014,Male,45-49 years,40,429179,9.32
Pennsylvania,42,2014,Male,50-54 years,51,473309,10.78
Pennsylvania,42,2014,Male,55-59 years,57,470175,12.12
Pennsylvania,42,2014,Male,60-64 years ,59,400600,14.73
Pennsylvania,42,2014,Male,65-69 years,66,318124,20.75
Pennsylvania,42,2014,Male,70-74 years,54,223057,24.21
Pennsylvania,42,2014,Male,75-79 years,42,156864,26.77
Pennsylvania,42,2014,Male,80-84 years,35,113284,30.9
Pennsylvania,42,2014,Male,85+ years,25,105449,23.71
Pennsylvania,42,2015,Female,30-34 years,16,395941,4.04
Pennsylvania,42,2015,Female,45-49 years,22,425950,5.16
Pennsylvania,42,2015,Female,50-54 years,27,475756,5.68
Pennsylvania,42,2015,Female,55-59 years,42,488947,8.59
Pennsylvania,42,2015,Female,60-64 years ,62,433795,14.29
Pennsylvania,42,2015,Female,65-69 years,56,366230,15.29
Pennsylvania,42,2015,Female,70-74 years,38,269640,14.09
Pennsylvania,42,2015,Female,75-79 years,42,204225,20.57
Pennsylvania,42,2015,Female,80-84 years,36,167523,21.49
Pennsylvania,42,2015,Female,85+ years,42,223831,18.76
Pennsylvania,42,2015,Male,1-4 years,16,292957,5.46
Pennsylvania,42,2015,Male,5-9 years,19,378415,5.02
Pennsylvania,42,2015,Male,35-39 years,19,375732,5.06
Pennsylvania,42,2015,Male,40-44 years,20,383280,5.22
Pennsylvania,42,2015,Male,45-49 years,24,423629,5.67
Pennsylvania,42,2015,Male,50-54 years,54,466355,11.58
Pennsylvania,42,2015,Male,55-59 years,56,473169,11.84
Pennsylvania,42,2015,Male,60-64 years ,63,412320,15.28
Pennsylvania,42,2015,Male,65-69 years,65,334341,19.44
Pennsylvania,42,2015,Male,70-74 years,42,228659,18.37
Pennsylvania,42,2015,Male,75-79 years,44,158607,27.74
Pennsylvania,42,2015,Male,80-84 years,39,112017,34.82
Pennsylvania,42,2015,Male,85+ years,41,106186,38.61
Pennsylvania,42,2016,Female,40-44 years,21,367733,5.71
Pennsylvania,42,2016,Female,50-54 years,35,462806,7.56
Pennsylvania,42,2016,Female,55-59 years,37,489238,7.56
Pennsylvania,42,2016,Female,60-64 years ,43,442568,9.72
Pennsylvania,42,2016,Female,65-69 years,55,383449,14.34
Pennsylvania,42,2016,Female,70-74 years,47,273544,17.18
Pennsylvania,42,2016,Female,75-79 years,43,206739,20.8
Pennsylvania,42,2016,Female,80-84 years,29,165340,17.54
Pennsylvania,42,2016,Female,85+ years,35,225031,15.55
Pennsylvania,42,2016,Male,1-4 years,22,292792,7.51
Pennsylvania,42,2016,Male,5-9 years,22,376241,5.85
Pennsylvania,42,2016,Male,25-29 years,21,438469,4.79
Pennsylvania,42,2016,Male,30-34 years,24,411318,5.83
Pennsylvania,42,2016,Male,35-39 years,20,385579,5.19
Pennsylvania,42,2016,Male,40-44 years,22,369757,5.95
Pennsylvania,42,2016,Male,45-49 years,28,422299,6.63
Pennsylvania,42,2016,Male,50-54 years,52,454844,11.43
Pennsylvania,42,2016,Male,55-59 years,74,474386,15.6
Pennsylvania,42,2016,Male,60-64 years ,57,421430,13.53
Pennsylvania,42,2016,Male,65-69 years,78,351609,22.18
Pennsylvania,42,2016,Male,70-74 years,59,233419,25.28
Pennsylvania,42,2016,Male,75-79 years,62,161800,38.32
Pennsylvania,42,2016,Male,80-84 years,40,111510,35.87
Pennsylvania,42,2016,Male,85+ years,35,107048,32.7
Pennsylvania,42,2017,Female,5-9 years,18,357536,5.03
Pennsylvania,42,2017,Female,30-34 years,18,405345,4.44
Pennsylvania,42,2017,Female,40-44 years,19,362219,5.25
Pennsylvania,42,2017,Female,45-49 years,21,414816,5.06
Pennsylvania,42,2017,Female,50-54 years,22,450512,4.88
Pennsylvania,42,2017,Female,55-59 years,30,483846,6.2
Pennsylvania,42,2017,Female,60-64 years ,44,452197,9.73
Pennsylvania,42,2017,Female,65-69 years,50,381739,13.1
Pennsylvania,42,2017,Female,70-74 years,59,295051,20
Pennsylvania,42,2017,Female,75-79 years,40,212616,18.81
Pennsylvania,42,2017,Female,80-84 years,28,164088,17.06
Pennsylvania,42,2017,Female,85+ years,54,223899,24.12
Pennsylvania,42,2017,Male,5-9 years,23,374764,6.14
Pennsylvania,42,2017,Male,10-14 years,22,399821,5.5
Pennsylvania,42,2017,Male,15-19 years,17,432723,3.93
Pennsylvania,42,2017,Male,25-29 years,17,441367,3.85
Pennsylvania,42,2017,Male,30-34 years,25,417416,5.99
Pennsylvania,42,2017,Male,35-39 years,18,394927,4.56
Pennsylvania,42,2017,Male,40-44 years,23,364599,6.31
Pennsylvania,42,2017,Male,45-49 years,23,417382,5.51
Pennsylvania,42,2017,Male,50-54 years,42,444840,9.44
Pennsylvania,42,2017,Male,55-59 years,61,469629,12.99
Pennsylvania,42,2017,Male,60-64 years ,74,431199,17.16
Pennsylvania,42,2017,Male,65-69 years,85,351134,24.21
Pennsylvania,42,2017,Male,70-74 years,81,254964,31.77
Pennsylvania,42,2017,Male,75-79 years,49,167487,29.26
Pennsylvania,42,2017,Male,80-84 years,38,111510,34.08
Pennsylvania,42,2017,Male,85+ years,37,107094,34.55
Pennsylvania,42,2018,Female,1-4 years,19,277319,6.85
Pennsylvania,42,2018,Female,30-34 years,18,411869,4.37
Pennsylvania,42,2018,Female,45-49 years,21,405222,5.18
Pennsylvania,42,2018,Female,50-54 years,23,437833,5.25
Pennsylvania,42,2018,Female,55-59 years,41,476811,8.6
Pennsylvania,42,2018,Female,60-64 years ,47,459903,10.22
Pennsylvania,42,2018,Female,65-69 years,49,387727,12.64
Pennsylvania,42,2018,Female,70-74 years,60,305300,19.65
Pennsylvania,42,2018,Female,75-79 years,60,223381,26.86
Pennsylvania,42,2018,Female,80-84 years,29,165435,17.53
Pennsylvania,42,2018,Female,85+ years,36,221608,16.24
Pennsylvania,42,2018,Male,35-39 years,22,404209,5.44
Pennsylvania,42,2018,Male,40-44 years,23,366431,6.28
Pennsylvania,42,2018,Male,45-49 years,29,409488,7.08
Pennsylvania,42,2018,Male,50-54 years,40,434612,9.2
Pennsylvania,42,2018,Male,55-59 years,46,463514,9.92
Pennsylvania,42,2018,Male,60-64 years ,67,439869,15.23
Pennsylvania,42,2018,Male,65-69 years,67,358222,18.7
Pennsylvania,42,2018,Male,70-74 years,59,265361,22.23
Pennsylvania,42,2018,Male,75-79 years,44,177154,24.84
Pennsylvania,42,2018,Male,80-84 years,30,113292,26.48
Pennsylvania,42,2018,Male,85+ years,39,106740,36.54
Pennsylvania,42,2019,Female,1-4 years,19,275023,6.91
Pennsylvania,42,2019,Female,5-9 years,16,356536,4.49
Pennsylvania,42,2019,Female,30-34 years,22,420256,5.23
Pennsylvania,42,2019,Female,35-39 years,19,399248,4.76
Pennsylvania,42,2019,Female,45-49 years,21,393256,5.34
Pennsylvania,42,2019,Female,50-54 years,16,425276,3.76
Pennsylvania,42,2019,Female,55-59 years,38,470679,8.07
Pennsylvania,42,2019,Female,60-64 years ,40,463915,8.62
Pennsylvania,42,2019,Female,65-69 years,60,396871,15.12
Pennsylvania,42,2019,Female,70-74 years,66,318693,20.71
Pennsylvania,42,2019,Female,75-79 years,43,229926,18.7
Pennsylvania,42,2019,Female,80-84 years,31,167487,18.51
Pennsylvania,42,2019,Female,85+ years,42,219397,19.14
Pennsylvania,42,2019,Male,30-34 years,19,435723,4.36
Pennsylvania,42,2019,Male,35-39 years,21,410843,5.11
Pennsylvania,42,2019,Male,45-49 years,32,398693,8.03
Pennsylvania,42,2019,Male,50-54 years,44,424418,10.37
Pennsylvania,42,2019,Male,55-59 years,68,459519,14.8
Pennsylvania,42,2019,Male,60-64 years ,70,444075,15.76
Pennsylvania,42,2019,Male,65-69 years,59,367255,16.07
Pennsylvania,42,2019,Male,70-74 years,72,278577,25.85
Pennsylvania,42,2019,Male,75-79 years,44,182723,24.08
Pennsylvania,42,2019,Male,80-84 years,31,115971,26.73
Pennsylvania,42,2019,Male,85+ years,32,105782,30.25
Pennsylvania,42,2020,Female,10-14 years,22,378900,5.81
Pennsylvania,42,2020,Female,50-54 years,31,417401,7.43
Pennsylvania,42,2020,Female,55-59 years,38,462567,8.22
Pennsylvania,42,2020,Female,60-64 years ,56,465288,12.04
Pennsylvania,42,2020,Female,65-69 years,46,406699,11.31
Pennsylvania,42,2020,Female,70-74 years,50,333701,14.98
Pennsylvania,42,2020,Female,75-79 years,28,233845,11.97
Pennsylvania,42,2020,Female,80-84 years,29,167377,17.33
Pennsylvania,42,2020,Female,85+ years,40,216550,18.47
Pennsylvania,42,2020,Male,5-9 years,17,373061,4.56
Pennsylvania,42,2020,Male,30-34 years,21,443084,4.74
Pennsylvania,42,2020,Male,35-39 years,16,415779,3.85
Pennsylvania,42,2020,Male,40-44 years,22,379967,5.79
Pennsylvania,42,2020,Male,45-49 years,29,385600,7.52
Pennsylvania,42,2020,Male,50-54 years,34,419151,8.11
Pennsylvania,42,2020,Male,55-59 years,68,452552,15.03
Pennsylvania,42,2020,Male,60-64 years ,58,445947,13.01
Pennsylvania,42,2020,Male,65-69 years,68,377075,18.03
Pennsylvania,42,2020,Male,70-74 years,80,293181,27.29
Pennsylvania,42,2020,Male,75-79 years,62,186549,33.24
Pennsylvania,42,2020,Male,80-84 years,33,116920,28.22
Pennsylvania,42,2020,Male,85+ years,35,105093,33.3
Pennsylvania,42,2021,Female,10-14 years,16,374509,4.27
Pennsylvania,42,2021,Female,45-49 years,17,364602,4.66
Pennsylvania,42,2021,Female,50-54 years,18,414172,4.35
Pennsylvania,42,2021,Female,55-59 years,28,450029,6.22
Pennsylvania,42,2021,Female,60-64 years ,45,465510,9.67
Pennsylvania,42,2021,Female,65-69 years,61,414621,14.71
Pennsylvania,42,2021,Female,70-74 years,67,350090,19.14
Pennsylvania,42,2021,Female,75-79 years,43,236863,18.15
Pennsylvania,42,2021,Female,80-84 years,33,168972,19.53
Pennsylvania,42,2021,Female,85+ years,28,211868,13.22
Pennsylvania,42,2021,Male,1-4 years,24,281248,8.53
Pennsylvania,42,2021,Male,10-14 years,19,395059,4.81
Pennsylvania,42,2021,Male,30-34 years,23,446167,5.16
Pennsylvania,42,2021,Male,40-44 years,26,389020,6.68
Pennsylvania,42,2021,Male,45-49 years,25,369370,6.77
Pennsylvania,42,2021,Male,50-54 years,34,417533,8.14
Pennsylvania,42,2021,Male,55-59 years,55,440563,12.48
Pennsylvania,42,2021,Male,60-64 years ,62,446271,13.89
Pennsylvania,42,2021,Male,65-69 years,70,384433,18.21
Pennsylvania,42,2021,Male,70-74 years,75,307555,24.39
Pennsylvania,42,2021,Male,75-79 years,50,189553,26.38
Pennsylvania,42,2021,Male,80-84 years,34,118359,28.73
Pennsylvania,42,2021,Male,85+ years,23,103526,22.22
Rhode Island,44,1999,Female,0-1 years,0,6032,0
Rhode Island,44,1999,Female,10-14 years,0,33811,0
Rhode Island,44,1999,Female,20-24 years,0,35059,0
